2026-02-07 10:35:40,270 - __main__ - INFO - Initializing experiment with configuration:
task_name: train
model_type: standard
dataset_name: fashionmnist
data_path: ./data
n_train: 1000
n_test: 200
n_val: 200
digits:
- 2
- 4
target_dim: 16
preprocessors:
- autoencoder_16
n_pop: 20
n_gen: 10
n_gates: 200
mutation_rate: 0.1
engine_type: hybrid
train_epochs: 100
train_lr: 0.05
gradient_method: spsa
device: null
use_v2_primitives: true
use_scheduler: true
scheduler_patience: 3
scheduler_factor: 0.5
strategy_type: hybrid
eval_epochs: 5
eval_lr: 0.01
eval_max_iter: 50
feature_map_type: angle
num_qubits: 16
verbose: true
seed: 42
save_dir: ./output
output_dir: ./output
notifications:
  enabled: true
  title: binary class experiment [2, 4]

2026-02-07 10:35:40,273 - data.dataset.fashion_mnist_dataset - INFO - Loading FashionMNIST data from ./data
2026-02-07 10:35:40,464 - data.preprocessor.autoencoder - INFO - Loading pre-trained Autoencoder from: /teamspace/studios/this_studio/QCNN_project/src/data/preprocessor/autoencoders/conv_ae_fashionmnist_16.pth
2026-02-07 10:35:42,769 - __main__ - INFO - Starting Task: Standard Training
2026-02-07 10:35:42,770 - training.engines.hybrid - INFO - HybridEngine using device: cpu
2026-02-07 10:35:42,771 - training.engines.hybrid - INFO - HybridEngine: Using gradient method: spsa
2026-02-07 10:35:42,771 - training.pipeline - INFO - Executing Production Pipeline for model: StandardQCNN
2026-02-07 10:35:42,779 - training.pipeline - INFO - Circuit built. Num Qubits: 16, Num Params: 123
2026-02-07 10:35:42,781 - training.engines.hybrid - INFO - HybridEngine: Optimizing 123 parameters.
2026-02-07 10:35:42,790 - training.engines.hybrid - INFO - HybridEngine: Initialized weights with uniform distribution [-0.5, 0.5]
2026-02-07 10:38:28,116 - training.engines.hybrid - INFO - Epoch 1/100, Loss: 0.9863 | Acc: 0.5530 | Grad: 1.11e+00 | Val Loss: 0.9402 | Val Acc: 0.6100 | LR: 5.00e-02
2026-02-07 10:42:02,620 - training.engines.hybrid - INFO - Epoch 2/100, Loss: 0.9684 | Acc: 0.5610 | Grad: 8.62e-01 | Val Loss: 0.9322 | Val Acc: 0.6200 | LR: 5.00e-02
2026-02-07 10:45:32,537 - training.engines.hybrid - INFO - Epoch 3/100, Loss: 0.9515 | Acc: 0.5900 | Grad: 7.98e-01 | Val Loss: 0.9302 | Val Acc: 0.6650 | LR: 5.00e-02
2026-02-07 10:48:55,287 - training.engines.hybrid - INFO - Epoch 4/100, Loss: 0.9497 | Acc: 0.6090 | Grad: 7.19e-01 | Val Loss: 0.9351 | Val Acc: 0.6350 | LR: 5.00e-02
2026-02-07 10:52:23,812 - training.engines.hybrid - INFO - Epoch 5/100, Loss: 0.9554 | Acc: 0.5910 | Grad: 7.43e-01 | Val Loss: 0.9352 | Val Acc: 0.6350 | LR: 5.00e-02
2026-02-07 10:55:50,868 - training.engines.hybrid - INFO - Epoch 6/100, Loss: 0.9558 | Acc: 0.5910 | Grad: 8.16e-01 | Val Loss: 0.9316 | Val Acc: 0.6600 | LR: 5.00e-02
2026-02-07 10:59:18,610 - training.engines.hybrid - INFO - Epoch 7/100, Loss: 0.9532 | Acc: 0.5870 | Grad: 7.05e-01 | Val Loss: 0.9257 | Val Acc: 0.6650 | LR: 5.00e-02
2026-02-07 11:02:44,516 - training.engines.hybrid - INFO - Epoch 8/100, Loss: 0.9501 | Acc: 0.5950 | Grad: 7.76e-01 | Val Loss: 0.9180 | Val Acc: 0.6750 | LR: 5.00e-02
2026-02-07 11:06:12,647 - training.engines.hybrid - INFO - Epoch 9/100, Loss: 0.9410 | Acc: 0.6140 | Grad: 6.69e-01 | Val Loss: 0.9076 | Val Acc: 0.6750 | LR: 5.00e-02
2026-02-07 11:09:37,764 - training.engines.hybrid - INFO - Epoch 10/100, Loss: 0.9367 | Acc: 0.6370 | Grad: 7.33e-01 | Val Loss: 0.9053 | Val Acc: 0.6750 | LR: 5.00e-02
2026-02-07 11:13:01,880 - training.engines.hybrid - INFO - Epoch 11/100, Loss: 0.9283 | Acc: 0.6500 | Grad: 7.41e-01 | Val Loss: 0.8959 | Val Acc: 0.6900 | LR: 5.00e-02
2026-02-07 11:16:47,820 - training.engines.hybrid - INFO - Epoch 12/100, Loss: 0.9212 | Acc: 0.6560 | Grad: 6.81e-01 | Val Loss: 0.8882 | Val Acc: 0.7000 | LR: 5.00e-02
2026-02-07 11:20:19,743 - training.engines.hybrid - INFO - Epoch 13/100, Loss: 0.9184 | Acc: 0.6570 | Grad: 7.70e-01 | Val Loss: 0.8799 | Val Acc: 0.7050 | LR: 5.00e-02
2026-02-07 11:23:48,478 - training.engines.hybrid - INFO - Epoch 14/100, Loss: 0.9128 | Acc: 0.6590 | Grad: 9.00e-01 | Val Loss: 0.8754 | Val Acc: 0.6800 | LR: 5.00e-02
2026-02-07 11:27:10,210 - training.engines.hybrid - INFO - Epoch 15/100, Loss: 0.9064 | Acc: 0.6590 | Grad: 7.72e-01 | Val Loss: 0.8690 | Val Acc: 0.7050 | LR: 5.00e-02
2026-02-07 11:30:38,453 - training.engines.hybrid - INFO - Epoch 16/100, Loss: 0.9040 | Acc: 0.6560 | Grad: 8.36e-01 | Val Loss: 0.8618 | Val Acc: 0.7050 | LR: 5.00e-02
2026-02-07 11:34:04,913 - training.engines.hybrid - INFO - Epoch 17/100, Loss: 0.8990 | Acc: 0.6610 | Grad: 7.84e-01 | Val Loss: 0.8592 | Val Acc: 0.6950 | LR: 5.00e-02
2026-02-07 11:37:33,952 - training.engines.hybrid - INFO - Epoch 18/100, Loss: 0.8931 | Acc: 0.6790 | Grad: 8.97e-01 | Val Loss: 0.8513 | Val Acc: 0.7050 | LR: 5.00e-02
2026-02-07 11:41:00,348 - training.engines.hybrid - INFO - Epoch 19/100, Loss: 0.8871 | Acc: 0.6940 | Grad: 8.51e-01 | Val Loss: 0.8452 | Val Acc: 0.7100 | LR: 5.00e-02
2026-02-07 11:44:23,531 - training.engines.hybrid - INFO - Epoch 20/100, Loss: 0.8837 | Acc: 0.6980 | Grad: 8.16e-01 | Val Loss: 0.8402 | Val Acc: 0.6950 | LR: 5.00e-02
2026-02-07 11:47:48,739 - training.engines.hybrid - INFO - Epoch 21/100, Loss: 0.8791 | Acc: 0.7000 | Grad: 8.54e-01 | Val Loss: 0.8370 | Val Acc: 0.7050 | LR: 5.00e-02
2026-02-07 11:51:13,225 - training.engines.hybrid - INFO - Epoch 22/100, Loss: 0.8737 | Acc: 0.6960 | Grad: 8.14e-01 | Val Loss: 0.8364 | Val Acc: 0.6800 | LR: 5.00e-02
2026-02-07 11:54:41,849 - training.engines.hybrid - INFO - Epoch 23/100, Loss: 0.8739 | Acc: 0.6910 | Grad: 8.59e-01 | Val Loss: 0.8333 | Val Acc: 0.6950 | LR: 5.00e-02
2026-02-07 11:58:10,339 - training.engines.hybrid - INFO - Epoch 24/100, Loss: 0.8703 | Acc: 0.6930 | Grad: 9.08e-01 | Val Loss: 0.8306 | Val Acc: 0.6900 | LR: 5.00e-02
2026-02-07 12:01:39,830 - training.engines.hybrid - INFO - Epoch 25/100, Loss: 0.8686 | Acc: 0.6920 | Grad: 9.76e-01 | Val Loss: 0.8291 | Val Acc: 0.6850 | LR: 5.00e-02
2026-02-07 12:05:12,342 - training.engines.hybrid - INFO - Epoch 26/100, Loss: 0.8662 | Acc: 0.6920 | Grad: 8.00e-01 | Val Loss: 0.8298 | Val Acc: 0.6850 | LR: 5.00e-02
2026-02-07 12:08:35,635 - training.engines.hybrid - INFO - Epoch 27/100, Loss: 0.8645 | Acc: 0.6860 | Grad: 8.50e-01 | Val Loss: 0.8279 | Val Acc: 0.6950 | LR: 5.00e-02
2026-02-07 12:11:52,124 - training.engines.hybrid - INFO - Epoch 28/100, Loss: 0.8628 | Acc: 0.6880 | Grad: 7.74e-01 | Val Loss: 0.8258 | Val Acc: 0.6950 | LR: 5.00e-02
2026-02-07 12:15:27,526 - training.engines.hybrid - INFO - Epoch 29/100, Loss: 0.8607 | Acc: 0.6820 | Grad: 8.23e-01 | Val Loss: 0.8259 | Val Acc: 0.7100 | LR: 5.00e-02
